"REF_DATE","GEO","DGUID","Electric power, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006-01","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","589605","","","","0"
"2006-02","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","555474","","","","0"
"2006-03","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","684016","","","","0"
"2006-04","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","552779","","","","0"
"2006-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","516464","","","","0"
"2006-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","685064","","","","0"
"2006-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","738388","","","","0"
"2006-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","686967","","","","0"
"2006-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","678065","","","","0"
"2006-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","726171","","r","","0"
"2006-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","726212","","","","0"
"2006-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","706276","","","","0"
"2007-01","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","808649","","r","","0"
"2007-02","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","788160","","","","0"
"2007-03","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","833632","","r","","0"
"2007-04","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","641339","","r","","0"
"2007-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","650914","","r","","0"
"2007-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","639101","","","","0"
"2007-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","648898","","","","0"
"2007-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","764754","","","","0"
"2007-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","728113","","","","0"
"2007-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","823509","","","","0"
"2007-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","769582","","","","0"
"2007-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","855745","","","","0"
"2002-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","734473","","","","0"
"2002-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","993068","","","","0"
"2002-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1364584","","","","0"
"2002-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1587426","","r","","0"
"2002-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1087361","","r","","0"
"2002-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","720474","","r","","0"
"2002-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","689957","","","","0"
"2002-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","838337","","r","","0"
"2003-01","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","983197","","r","","0"
"2003-02","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1055327","","r","","0"
"2003-03","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1150575","","r","","0"
"2003-04","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1093375","","r","","0"
"2003-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","926918","","r","","0"
"2003-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1022810","","r","","0"
"2003-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","649465","","r","","0"
"2003-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","825991","","r","","0"
"2003-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1046588","","","","0"
"2003-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1196513","","","","0"
"2003-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","801591","","r","","0"
"2003-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1210871","","","","0"
"2004-01","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1139385","","r","","0"
"2004-02","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","803329","","r","","0"
"2004-03","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","867580","","","","0"
"2004-04","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","688973","","","","0"
"2004-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","522863","","","","0"
"2004-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","776354","","","","0"
"2004-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","874355","","","","0"
"2004-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","995977","","","","0"
"2004-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1503617","","","","0"
"2004-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1537172","","","","0"
"2004-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1509087","","","","0"
"2004-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1441885","","","","0"
"2005-01","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1386720","","r","","0"
"2005-02","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1124679","","r","","0"
"2005-03","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1065848","","r","","0"
"2005-04","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1463789","","","","0"
"2005-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1297921","","","","0"
"2005-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1537893","","","","0"
"2005-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1837858","","","","0"
"2005-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1513682","","r","","0"
"2005-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1239442","","r","","0"
"2005-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1183891","","r","","0"
"2005-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1191151","","","","0"
"2005-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1307509","","r","","0"
"2006-01","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1049180","","r","","0"
"2006-02","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","778627","","r","","0"
"2006-03","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1081450","","r","","0"
"2006-04","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","608872","","r","","0"
"2006-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","879867","","r","","0"
"2006-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","971935","","r","","0"
"2006-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1042875","","r","","0"
"2006-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","783329","","r","","0"
"2006-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","696540","","r","","0"
"2006-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","738232","","r","","0"
"2006-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1256253","","r","","0"
"2006-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","922124","","r","","0"
"2007-01","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","981821","","r","","0"
"2007-02","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","926026","","r","","0"
"2007-03","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1085783","","r","","0"
"2007-04","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","645428","","","","0"
"2007-05","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","718745","","","","0"
"2007-06","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","800219","","r","","0"
"2007-07","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","734361","","","","0"
"2007-08","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","944591","","","","0"
"2007-09","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1116194","","","","0"
"2007-10","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1056861","","","","0"
"2007-11","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1568430","","","","0"
"2007-12","Ontario","","Total receipts","Megawatt hours","210","units","0","v222267","7.120","1784129","","","","0"
"2002-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","435604","","","","0"
"2002-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","472544","","","","0"
"2002-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","307418","","","","0"
"2002-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","212562","","","","0"
"2002-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","350152","","","","0"
"2002-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","577834","","","","0"
"2002-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","640848","","","","0"
"2002-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","611598","","","","0"
"2003-01","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","695012","","r","","0"
"2003-02","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","490991","","r","","0"
"2003-03","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","557857","","r","","0"
"2003-04","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","648274","","r","","0"
"2003-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1323306","","r","","0"
"2003-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1202181","","r","","0"
"2003-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1087084","","r","","0"
"2003-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","804898","","","","0"
"2003-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","856975","","","","0"
"2003-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","742701","","","","0"
"2003-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1460816","","r","","0"
"2003-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1675999","","","","0"
"2004-01","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1337575","","r","","0"
"2004-02","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","823895","","r","","0"
"2004-03","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1237539","","","","0"
"2004-04","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","2455096","","","","0"
"2004-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","2263244","","","","0"
"2004-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","2091175","","","","0"
"2004-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1584594","","","","0"
"2004-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1705627","","","","0"
"2004-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","894313","","","","0"
"2004-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","641818","","","","0"
"2004-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1087302","","","","0"
"2004-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1642005","","r","","0"
"2005-01","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1588334","","r","","0"
"2005-02","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1450128","","r","","0"
"2005-03","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1069061","","r","","0"
"2005-04","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","925499","","","","0"
"2005-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1442603","","","","0"
"2005-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1036587","","r","","0"
"2005-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","929670","","","","0"
"2005-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1146309","","","","0"
"2005-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1378366","","","","0"
"2005-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1898054","","","","0"
"2005-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","2177481","","r","","0"
"2005-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1597158","","r","","0"
"2006-01","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1579538","","r","","0"
"2006-02","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1355644","","r","","0"
"2006-03","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1305263","","r","","0"
"2006-04","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1456224","","r","","0"
"2006-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1522401","","r","","0"
"2006-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1231135","","r","","0"
"2006-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1304554","","r","","0"
"2006-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1592040","","r","","0"
"2006-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","959009","","r","","0"
"2006-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1248261","","r","","0"
"2006-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","973772","","r","","0"
"2006-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","810015","","r","","0"
"2007-01","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","834059","","r","","0"
"2007-02","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1151427","","r","","0"
"2007-03","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1094554","","r","","0"
"2007-04","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1281724","","","","0"
"2007-05","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1390610","","","","0"
"2007-06","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1390100","","r","","0"
"2007-07","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1690887","","","","0"
"2007-08","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1739398","","","","0"
"2007-09","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1496533","","","","0"
"2007-10","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1027590","","","","0"
"2007-11","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","835286","","","","0"
"2007-12","Ontario","","Total deliveries","Megawatt hours","210","units","0","v222275","7.129","1268827","","","","0"
"2002-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","15526","","","","0"
"2002-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","7149","","","","0"
"2002-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","1979","","","","0"
"2002-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","11537","","","","0"
"2002-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","304","","","","0"
"2002-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","6449","","","","0"
"2002-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","10009","","","","0"
"2002-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","22318","","","","0"
"2003-01","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","227155","","r","","0"
"2003-02","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","244041","","r","","0"
"2003-03","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","228280","","r","","0"
"2003-04","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","181335","","r","","0"
"2003-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","316129","","r","","0"
"2003-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","267286","","r","","0"
"2003-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","373515","","","","0"
"2003-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","242872","","","","0"
"2003-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","121107","","","","0"
"2003-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","26228","","","","0"
"2003-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","73648","","","","0"
"2003-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","231217","","","","0"
"2004-01","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","194352","","","","0"
"2004-02","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","101423","","","","0"
"2004-03","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","224080","","","","0"
"2004-04","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","422234","","","","0"
"2004-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","388779","","","","0"
"2004-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","522273","","","","0"
"2004-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","461955","","","","0"
"2004-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","513263","","","","0"
"2004-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","318684","","","","0"
"2004-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","213565","","","","0"
"2004-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","304826","","","","0"
"2004-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","444024","","","","0"
"2005-01","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","532364","","r","","0"
"2005-02","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","449516","","r","","0"
"2005-03","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","516184","","r","","0"
"2005-04","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","152405","","","","0"
"2005-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","384103","","","","0"
"2005-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","316171","","r","","0"
"2005-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","372483","","","","0"
"2005-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","349422","","","","0"
"2005-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","306852","","","","0"
"2005-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","435666","","","","0"
"2005-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","506682","","","","0"
"2005-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","486413","","","","0"
"2006-01","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","577493","","","","0"
"2006-02","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","452399","","","","0"
"2006-03","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","466281","","","","0"
"2006-04","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","427965","","","","0"
"2006-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","477419","","","","0"
"2006-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","309856","","","","0"
"2006-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","469851","","","","0"
"2006-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","715263","","","","0"
"2006-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","276712","","","","0"
"2006-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","316918","","","","0"
"2006-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","141313","","","","0"
"2006-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","194307","","","","0"
"2007-01","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","265922","","","","0"
"2007-02","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","562862","","","","0"
"2007-03","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","443142","","","","0"
"2007-04","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","559073","","","","0"
"2007-05","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","419389","","","","0"
"2007-06","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","368444","","","","0"
"2007-07","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","416275","","","","0"
"2007-08","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","514548","","","","0"
"2007-09","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","332806","","","","0"
"2007-10","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","305749","","","","0"
"2007-11","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","276390","","","","0"
"2007-12","Ontario","","Total firm deliveries","Megawatt hours","210","units","0","v222273","7.127","572634","","","","0"
"2002-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","160768","","","","0"
"2002-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","260621","","","","0"
"2002-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","94623","","","","0"
"2002-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","51935","","","","0"
"2002-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","244532","","","","0"
"2002-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","505608","","","","0"
"2002-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","584244","","","","0"
"2002-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","493265","","","","0"
"2003-01","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","477660","","","","0"
"2003-02","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","258814","","","","0"
"2003-03","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","320959","","","","0"
"2003-04","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","422878","","","","0"
"2003-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1007861","","","","0"
"2003-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","936734","","","","0"
"2003-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","698922","","","","0"
"2003-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","540877","","","","0"
"2003-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","633020","","","","0"
"2003-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","647719","","","","0"
"2003-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1332749","","r","","0"
"2003-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1285110","","","","0"
"2004-01","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1129857","","","","0"
"2004-02","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","706172","","","","0"
"2004-03","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","977699","","","","0"
"2004-04","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","2024313","","","","0"
"2004-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1853403","","","","0"
"2004-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1553202","","","","0"
"2004-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1092487","","","","0"
"2004-08","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1154322","","","","0"
"2004-09","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","545066","","","","0"
"2004-10","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","400705","","","","0"
"2004-11","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","728321","","","","0"
"2004-12","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1138409","","r","","0"
"2005-01","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1055276","","r","","0"
"2005-02","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1007515","","r","","0"
"2005-03","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","559834","","r","","0"
"2005-04","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","771047","","r","","0"
"2005-05","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","1068890","","r","","0"
"2005-06","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","737996","","r","","0"
"2005-07","Ontario","","Total non-firm deliveries","Megawatt hours","210","units","0","v222274","7.128","561441","","r","","0"
